"","address","type","datetime","latitude","longitude","report_location","incident_number"
"783","171 12th Ave","Alarm Bell","2025-10-12T10:25:00.000",47.603031,-122.316782,"POINT (-122.316782 47.603031)","F250141494"
"784","11045 8th Ave Ne","Aid Response Yellow","2025-10-12T10:15:00.000",47.7089,-122.320568,"POINT (-122.320568 47.7089)","F250141491"
"785","1704 Ne Columbia Rd","Auto Fire Alarm","2025-10-12T10:14:00.000",47.650205,-122.310398,"POINT (-122.310398 47.650205)","F250141489"
"786","4312 Martin Luther King Jr Way S","Aid Response","2025-10-12T10:07:00.000",47.564424,-122.295531,"POINT (-122.295531 47.564424)","F250141488"
"787","3rd Ave / Pike St","Medic Response- Overdose","2025-10-12T10:04:00.000",47.60975,-122.337793,"POINT (-122.337793 47.60975)","F250141486"
"788","4700 12th Ave Ne","Aid Response","2025-10-12T10:01:00.000",47.663106,-122.315263,"POINT (-122.315263 47.663106)","F250141485"
"789","1103 16th Ave","Aid Response","2025-10-12T10:00:00.000",47.611553,-122.311479,"POINT (-122.311479 47.611553)","F250141484"
"790","26TH AVE NE / NE 127TH ST","Illegal Burn","2025-10-12T09:49:00.000",47.721118,-122.300491,"POINT (-122.300491 47.721118)","F250141481"
"791","116 Fairview Ave N","Aid Response","2025-10-12T09:48:00.000",47.618693,-122.334256,"POINT (-122.334256 47.618693)","F250141480"
"792","1301 6th Ave","Auto Fire Alarm","2025-10-12T09:40:00.000",47.60916,-122.33264,"POINT (-122.33264 47.60916)","F250141477"
"793","Martin Luther King Jr Way S / S Oregon St","MVI - Motor Vehicle Incident","2025-10-12T09:40:00.000",47.562898,-122.294551,"POINT (-122.294551 47.562898)","F250141478"
"794","2431 East Marginal Way S","Auto Alarm 1 + 1 + 1","2025-10-12T09:38:00.000",47.5816,-122.339966,"POINT (-122.339966 47.5816)","F250141476"
"795","1212 Queen Anne Ave N","Aid Response","2025-10-12T09:18:00.000",47.62967,-122.356621,"POINT (-122.356621 47.62967)","F250141473"
"796","3618 Sw Alaska St","Aid Response","2025-10-12T09:15:00.000",47.561072,-122.377682,"POINT (-122.377682 47.561072)","F250141470"
"797","Broadway E / E John St","Illegal Burn","2025-10-12T09:13:00.000",47.619908,-122.320873,"POINT (-122.320873 47.619908)","F250141469"
"798","5544 26th Ave Ne","Aid Response","2025-10-12T09:05:00.000",47.668842,-122.299565,"POINT (-122.299565 47.668842)","F250141467"
"799","7TH AVE / JAMES ST","Engine Code Red","2025-10-12T09:01:00.000",47.604625,-122.32697,"POINT (-122.32697 47.604625)","F250141465"
"800","1607 3rd Ave","Aid Response","2025-10-12T08:56:00.000",47.610761,-122.338719,"POINT (-122.338719 47.610761)","F250141464"
"801","Western Ave / Battery St","Aid Response","2025-10-12T08:52:00.000",47.61348,-122.348673,"POINT (-122.348673 47.61348)","F250141462"
"802","3619 28th Ave W","Aid Response","2025-10-12T08:45:00.000",47.652433,-122.392883,"POINT (-122.392883 47.652433)","F250141461"
"803","9001 Lake City Way Ne","Aid Response","2025-10-12T08:40:00.000",47.693931,-122.30552,"POINT (-122.30552 47.693931)","F250141460"
"804","2801 Sw Thistle St","MVI - Motor Vehicle Incident","2025-10-12T08:40:00.000",47.528282,-122.368551,"POINT (-122.368551 47.528282)","F250141459"
"805","1705 Belmont Ave","Medic Response- Overdose","2025-10-12T08:25:00.000",47.616405,-122.324488,"POINT (-122.324488 47.616405)","F250141458"
"806","4716 9th Ave Ne","Aid Response","2025-10-12T08:22:00.000",47.66326,-122.318396,"POINT (-122.318396 47.66326)","F250141457"
"807","2106 2nd Ave","Aid Response","2025-10-12T08:08:00.000",47.612541,-122.343119,"POINT (-122.343119 47.612541)","F250141456"
"808","1511 3rd Ave","Aid Response","2025-10-12T08:07:00.000",47.609851,-122.337886,"POINT (-122.337886 47.609851)","F250141455"
"809","937 N 96th St","Low Acuity Response","2025-10-12T08:02:00.000",47.698721,-122.34681,"POINT (-122.34681 47.698721)","F250141454"
"810","3712 36th Ave Sw","Activated CO Detector","2025-10-12T07:59:00.000",47.571051,-122.377103,"POINT (-122.377103 47.571051)","F250141452"
"811","620 Terry Ave","Aid Response","2025-10-12T07:52:00.000",47.606157,-122.323768,"POINT (-122.323768 47.606157)","F250141450"
"812","129 11TH AVE E","Dumpster Fire","2025-10-12T07:49:00.000",47.619093,-122.31822,"POINT (-122.31822 47.619093)","F250141449"
"813","2810 S Mcclellan St","Auto Fire Alarm","2025-10-12T07:30:00.000",47.578347,-122.296085,"POINT (-122.296085 47.578347)","F250141448"
"814","2424 1st Ave","Aid Response","2025-10-12T07:29:00.000",47.614274,-122.348032,"POINT (-122.348032 47.614274)","F250141447"
"815","7218 54th Ave S","Aid Response","2025-10-12T07:24:00.000",47.537423,-122.266203,"POINT (-122.266203 47.537423)","F250141446"
"816","1400 6th Ave","Aid Response","2025-10-12T07:18:00.000",47.61015,-122.333556,"POINT (-122.333556 47.61015)","F250141445"
"817","9030 35th Ave Sw","Rubbish Fire","2025-10-12T07:02:00.000",47.52259,-122.376709,"POINT (-122.376709 47.52259)","F250141439"
"818","2312 30th Ave W","Aid Response","2025-10-12T07:01:00.000",47.639192,-122.395675,"POINT (-122.395675 47.639192)","F250141438"
"819","6813 38th Ave Ne","Aid Response","2025-10-12T06:57:00.000",47.677711,-122.287091,"POINT (-122.287091 47.677711)","F250141437"
"820","3025 Ne 137th St","Rescue Elevator","2025-10-12T06:56:00.000",47.727922,-122.296068,"POINT (-122.296068 47.727922)","F250141436"
"821","1521 Broadway","Low Acuity Referral","2025-10-12T06:51:00.000",47.614313,-122.320784,"POINT (-122.320784 47.614313)","F250141434"
"822","5621 22nd Ave Nw","Medic Response","2025-10-12T06:38:00.000",47.669603,-122.384743,"POINT (-122.384743 47.669603)","F250141432"
"823","Rainier Ave S / S Massachusetts St","MVI - Motor Vehicle Incident","2025-10-12T06:31:00.000",47.588411,-122.305827,"POINT (-122.305827 47.588411)","F250141429"
"824","350 1st Ave W","Aid Response Yellow","2025-10-12T06:29:00.000",47.62153,-122.35804,"POINT (-122.35804 47.62153)","F250141428"
"825","914 Nw 50th St","FIREWATCH","2025-10-12T06:13:00.000",47.66504,-122.368751,"POINT (-122.368751 47.66504)","F250141425"
"826","1530 Nw Market St","Aid Response","2025-10-12T05:59:00.000",47.668671,-122.377464,"POINT (-122.377464 47.668671)","F250141423"
"827","9000 20th Ave Sw","Aid Response","2025-10-12T05:44:00.000",47.522863,-122.359142,"POINT (-122.359142 47.522863)","F250141419"
"828","2121 26th Ave S","Rubbish Fire","2025-10-12T05:34:00.000",47.584234,-122.299024,"POINT (-122.299024 47.584234)","F250141416"
"829","651 S Main St","Aid Response","2025-10-12T05:33:00.000",47.60003,-122.325025,"POINT (-122.325025 47.60003)","F250141415"
"830","1200 S Dearborn St","Medic Response","2025-10-12T05:26:00.000",47.59582,-122.317011,"POINT (-122.317011 47.59582)","F250141414"
"831","415 10TH AVE","Auto Fire Alarm","2025-10-12T05:24:00.000",47.605346,-122.319413,"POINT (-122.319413 47.605346)","F250141412"
"832","1911 Aurora Ave N","Aid Response","2025-10-12T05:15:00.000",47.640453,-122.346334,"POINT (-122.346334 47.640453)","F250141409"
"833","1521 Broadway","Hang-Up- Aid","2025-10-12T05:12:00.000",47.614313,-122.320784,"POINT (-122.320784 47.614313)","F250141408"
"834","85 Pike St","Aid Response","2025-10-12T04:44:00.000",47.608584,-122.340581,"POINT (-122.340581 47.608584)","F250141407"
"835","5108 46th Ave S","Rescue Lock In/Out","2025-10-12T04:14:00.000",47.556051,-122.275366,"POINT (-122.275366 47.556051)","F250141405"
"836","1st Ave / Virginia St","Aid Response","2025-10-12T04:14:00.000",47.611068,-122.342612,"POINT (-122.342612 47.611068)","F250141406"
"837","2707 E Yesler Way","Ladder Code Yellow","2025-10-12T03:53:00.000",47.601658,-122.297704,"POINT (-122.297704 47.601658)","F250141403"
"838","1811 Eastlake Ave","Medic Response","2025-10-12T03:36:00.000",47.618002,-122.329182,"POINT (-122.329182 47.618002)","F250141400"
"839","914 Nw 50th St","Fire in Building","2025-10-12T03:36:00.000",47.66504,-122.368751,"POINT (-122.368751 47.66504)","F250141401"
"840","1839 41st Ave E","Automatic Medical Alarm","2025-10-12T03:29:00.000",47.635143,-122.279652,"POINT (-122.279652 47.635143)","F250141399"
"841","110 10th Ave S","Medic Response","2025-10-12T03:15:00.000",47.601612,-122.319581,"POINT (-122.319581 47.601612)","F250141397"
"842","4700 38th Ave Sw","Low Acuity Response","2025-10-12T03:11:00.000",47.561082,-122.380063,"POINT (-122.380063 47.561082)","F250141396"
"843","12505 Greenwood Ave N","Aid Response","2025-10-12T03:08:00.000",47.719638,-122.355539,"POINT (-122.355539 47.719638)","F250141395"
"844","94 Bay St","Aid Response Yellow","2025-10-12T03:03:00.000",47.618347,-122.35529,"POINT (-122.35529 47.618347)","F250141392"
"845","2980 Sw Avalon Way","Aid Response","2025-10-12T03:00:00.000",47.568341,-122.370771,"POINT (-122.370771 47.568341)","F250141391"
"846","1533 13th Ave","Auto Fire Alarm","2025-10-12T02:12:00.000",47.614492,-122.315536,"POINT (-122.315536 47.614492)","F250141386"
"847","800 E Denny Way","Aid Response","2025-10-12T02:11:00.000",47.618733,-122.322187,"POINT (-122.322187 47.618733)","F250141385"
"848","4120 12th Ave S","Aid Response","2025-10-12T02:01:00.000",47.567034,-122.317244,"POINT (-122.317244 47.567034)","F250141383"
"849","311 Ne 103rd St","Brush Fire","2025-10-12T01:50:00.000",47.703159,-122.325661,"POINT (-122.325661 47.703159)","F250141381"
"850","935 Golf Dr S","Aid Response","2025-10-12T01:50:00.000",47.59407,-122.316226,"POINT (-122.316226 47.59407)","F250141380"
"851","5268 19TH AVE NE","Aid Response","2025-10-12T01:46:00.000",47.666872,-122.307159,"POINT (-122.307159 47.666872)","F250141378"
"852","4222 7th Ave Ne","Aid Response","2025-10-12T01:28:00.000",47.657927,-122.320844,"POINT (-122.320844 47.657927)","F250141376"
"853","1601 S Lane St","Aid Response","2025-10-12T01:22:00.000",47.59665,-122.311573,"POINT (-122.311573 47.59665)","F250141375"
"854","9201 49th Ave Ne","Aid Response","2025-10-12T01:20:00.000",47.694917,-122.274205,"POINT (-122.274205 47.694917)","F250141373"
"855","2133 5TH AVE","Aid Response","2025-10-12T01:09:00.000",47.614747,-122.340899,"POINT (-122.340899 47.614747)","F250141372"
"856","4225 Brooklyn Ave Ne","Aid Response","2025-10-12T00:59:00.000",47.658691,-122.314353,"POINT (-122.314353 47.658691)","F250141370"
"857","127 BROADWAY E","Aid Response","2025-10-12T00:57:00.000",47.61905,-122.320859,"POINT (-122.320859 47.61905)","F250141369"
"858","711 Cherry St","Medic Response","2025-10-12T00:46:00.000",47.605392,-122.327499,"POINT (-122.327499 47.605392)","F250141367"
"859","301 Summit Ave E","Aid Response","2025-10-12T00:38:00.000",47.620834,-122.3253,"POINT (-122.3253 47.620834)","F250141366"
"860","10049 College Way N","Aid Response","2025-10-12T00:26:00.000",47.701742,-122.335029,"POINT (-122.335029 47.701742)","F250141365"
"861","3721 S DAKOTA ST","Investigate Out Of Service","2025-10-12T00:25:00.000",47.56617,-122.28586,"POINT (-122.28586 47.56617)","F250141364"
"862","Rainier Ave S / S Mcclellan St","1RED 1 Unit","2025-10-12T00:22:00.000",47.57835,-122.298151,"POINT (-122.298151 47.57835)","F250141361"
"863","301 12th Ave","Aid Response","2025-10-12T00:21:00.000",47.60436,-122.316781,"POINT (-122.316781 47.60436)","F250141362"
"864","Bell St / Western Ave","Aid Response","2025-10-12T00:08:00.000",47.61271,-122.347372,"POINT (-122.347372 47.61271)","F250141357"
"865","115 Occidental Ave S","Aid Response","2025-10-12T00:07:00.000",47.601593,-122.332874,"POINT (-122.332874 47.601593)","F250141356"
"866","12546 33rd Ave Ne","Aid Response","2025-10-11T23:53:00.000",47.719585,-122.292729,"POINT (-122.292729 47.719585)","F250141351"
"867","914 E Jefferson St","Aid Response","2025-10-11T23:52:00.000",47.606212,-122.320559,"POINT (-122.320559 47.606212)","F250141350"
"868","Nb I5 At Albro","MVI - Motor Vehicle Incident","2025-10-11T23:47:00.000",47.542027,-122.303649,"POINT (-122.303649 47.542027)","F250141349"
"869","645 Nw 45th St","Aid Response","2025-10-11T23:44:00.000",47.661462,-122.364488,"POINT (-122.364488 47.661462)","F250141348"
"870","622 Rainier Ave S","Aid Response Yellow","2025-10-11T23:39:00.000",47.597303,-122.312617,"POINT (-122.312617 47.597303)","F250141347"
"871","4503 41st Ave S","Aid Response Yellow","2025-10-11T23:32:00.000",47.562837,-122.281701,"POINT (-122.281701 47.562837)","F250141343"
"872","171 12th Ave","Aid Response","2025-10-11T23:28:00.000",47.603031,-122.316782,"POINT (-122.316782 47.603031)","F250141342"
"873","610 2nd Ave N","Aid Response","2025-10-11T23:27:00.000",47.624653,-122.352791,"POINT (-122.352791 47.624653)","F250141339"
"874","12311 32nd Ave Ne","Aid Response","2025-10-11T23:27:00.000",47.71746,-122.293978,"POINT (-122.293978 47.71746)","F250141340"
"875","11541 Greenwood Ave N","Aid Response","2025-10-11T23:23:00.000",47.712711,-122.35551,"POINT (-122.35551 47.712711)","F250141337"
"876","Wb Wsea Frwy To Delridge","MVI - Motor Vehicle Incident","2025-10-11T23:20:00.000",47.571142,-122.35688,"POINT (-122.35688 47.571142)","F250141336"
"877","514 Ne 112th St","Aid Response","2025-10-11T23:19:00.000",47.709995,-122.323155,"POINT (-122.323155 47.709995)","F250141335"
"878","3208 Rainier Ave S","Aid Response","2025-10-11T23:10:00.000",47.574966,-122.295568,"POINT (-122.295568 47.574966)","F250141331"
"879","Wb Wsea Frwy To Delridge","MVI - Motor Vehicle Incident","2025-10-11T23:07:00.000",47.571142,-122.35688,"POINT (-122.35688 47.571142)","F250141329"
"880","3127 Sw Kenyon St","Aid Response","2025-10-11T23:06:00.000",47.531904,-122.372935,"POINT (-122.372935 47.531904)","F250141328"
"881","1631 E Olive Way","Aid Response","2025-10-11T23:01:00.000",47.619545,-122.324328,"POINT (-122.324328 47.619545)","F250141326"
"882","2012 Ne 45th St","Aid Response","2025-10-11T22:58:00.000",47.661257,-122.306399,"POINT (-122.306399 47.661257)","F250141324"
"883","3rd Ave / Yesler Way","Medic Response- Overdose","2025-10-11T22:57:00.000",47.601716,-122.330265,"POINT (-122.330265 47.601716)","F250141323"
"884","2201 S Jackson St","Aid Response","2025-10-11T22:54:00.000",47.599275,-122.303274,"POINT (-122.303274 47.599275)","F250141322"
"885","2505 AURORA AVE N","Aid Response","2025-10-11T22:45:00.000",47.641578,-122.34675,"POINT (-122.34675 47.641578)","F250141321"
"886","1st Ave S / Edgar Martinez Dr S","Low Acuity Response","2025-10-11T22:44:00.000",47.590312,-122.334195,"POINT (-122.334195 47.590312)","F250141319"
"887","2813 BOYER AVE E","MVI - Motor Vehicle Incident","2025-10-11T22:41:00.000",47.645774,-122.317074,"POINT (-122.317074 47.645774)","F250141317"
"888","11148 Beacon Ave S","1RED 1 Unit","2025-10-11T22:33:00.000",47.500452,-122.267449,"POINT (-122.267449 47.500452)","F250141314"
"889","11th Ave Ne / Ne 45th St","Aid Response","2025-10-11T22:31:00.000",47.661292,-122.316579,"POINT (-122.316579 47.661292)","F250141313"
"890","2115 38th Ave E","Wires Down","2025-10-11T22:29:00.000",47.637416,-122.28427,"POINT (-122.28427 47.637416)","F250141312"
"891","2401 Sw Holden St","Medic Response","2025-10-11T22:28:00.000",47.533698,-122.363185,"POINT (-122.363185 47.533698)","F250141311"
"892","1421 Minor Ave","Aid Response","2025-10-11T22:27:00.000",47.613146,-122.327096,"POINT (-122.327096 47.613146)","F250141310"
"893","7721 2nd Ave Ne","Aid Response","2025-10-11T22:25:00.000",47.685149,-122.326964,"POINT (-122.326964 47.685149)","F250141309"
"894","501 S Royal Brougham Way","Aid Response","2025-10-11T22:20:00.000",47.592396,-122.327325,"POINT (-122.327325 47.592396)","F250141308"
"895","1501 4th Ave","Aid Response","2025-10-11T22:14:00.000",47.610214,-122.336683,"POINT (-122.336683 47.610214)","F250141306"
"896","5949 36th Ave S","Illegal Burn","2025-10-11T22:09:00.000",47.54855,-122.287996,"POINT (-122.287996 47.54855)","F250141304"
"897","2719 10th Ave W","Aid Response","2025-10-11T22:02:00.000",47.644442,-122.370191,"POINT (-122.370191 47.644442)","F250141302"
"898","140 4TH AVE N","Aid Response","2025-10-11T21:59:00.000",47.619041,-122.348899,"POINT (-122.348899 47.619041)","F250141300"
"899","2326 California Ave Sw","Aid Response","2025-10-11T21:47:00.000",47.582838,-122.386485,"POINT (-122.386485 47.582838)","F250141297"
"900","5TH AVE S / S LANDER ST","Medic Response","2025-10-11T21:45:00.000",47.579809,-122.327516,"POINT (-122.327516 47.579809)","F250141296"
"901","1067 E Harrison St","Aid Response Yellow","2025-10-11T21:44:00.000",47.621975,-122.318531,"POINT (-122.318531 47.621975)","F250141293"
"902","8th Ave S / S Dearborn St","Brush Fire","2025-10-11T21:41:00.000",47.595831,-122.322459,"POINT (-122.322459 47.595831)","F250141292"
"903","2212 E Thomas St","Aid Response","2025-10-11T21:40:00.000",47.62138,-122.303463,"POINT (-122.303463 47.62138)","F250141289"
"904","8443 48th Ave S","Medic Response","2025-10-11T21:33:00.000",47.527508,-122.272814,"POINT (-122.272814 47.527508)","F250141288"
"905","1139 Nw Market St","Auto Fire Alarm","2025-10-11T21:29:00.000",47.668662,-122.371121,"POINT (-122.371121 47.668662)","F250141287"
"906","904 Occidental Ave S","Aid Response","2025-10-11T21:23:00.000",47.594652,-122.333269,"POINT (-122.333269 47.594652)","F250141285"
"907","3417 Harbor Ave Sw","Aid Response","2025-10-11T21:20:00.000",47.572725,-122.370759,"POINT (-122.370759 47.572725)","F250141283"
"908","3025 Ne 137th St","Automatic Medical Alarm","2025-10-11T21:08:00.000",47.727922,-122.296068,"POINT (-122.296068 47.727922)","F250141280"
"909","2nd Ave / Union St","Aid Response","2025-10-11T21:06:00.000",47.608292,-122.337995,"POINT (-122.337995 47.608292)","F250141279"
"910","6747 23rd Ave Nw","Automatic Fire Alarm Resd","2025-10-11T21:06:00.000",47.677981,-122.385362,"POINT (-122.385362 47.677981)","F250141278"
"911","713 S Southern St","Aid Response","2025-10-11T20:58:00.000",47.529829,-122.324847,"POINT (-122.324847 47.529829)","F250141275"
"912","1100 Ne 47th St","2RED - 1 + 1","2025-10-11T20:54:00.000",47.663112,-122.316359,"POINT (-122.316359 47.663112)","F250141273"
"913","1700 1st Ave S","Aid Response","2025-10-11T20:52:00.000",47.588229,-122.334197,"POINT (-122.334197 47.588229)","F250141272"
"914","2nd Ave S / S Jackson St","Aid Response","2025-10-11T20:50:00.000",47.599201,-122.331578,"POINT (-122.331578 47.599201)","F250141271"
"915","13202 Greenwood Ave N","MVI - Motor Vehicle Incident","2025-10-11T20:39:00.000",47.725053,-122.355551,"POINT (-122.355551 47.725053)","F250141267"
"916","3rd Ave Nw / Nw 62nd St","MVI - Motor Vehicle Incident","2025-10-11T20:33:00.000",47.674208,-122.360779,"POINT (-122.360779 47.674208)","F250141265"
"917","5551 Sw Admiral Way","Investigate Out Of Service","2025-10-11T20:33:00.000",47.577316,-122.403295,"POINT (-122.403295 47.577316)","F250141264"
"918","400 Pine St","Aid Response","2025-10-11T20:26:00.000",47.611207,-122.337592,"POINT (-122.337592 47.611207)","F250141263"
"919","539 23rd Ave S","Aid Response","2025-10-11T20:26:00.000",47.597601,-122.302228,"POINT (-122.302228 47.597601)","F250141262"
"920","1609 Harvard Ave","Auto Fire Alarm","2025-10-11T20:25:00.000",47.615321,-122.322132,"POINT (-122.322132 47.615321)","F250141261"
"921","6619 Woodlawn Ave N","Aid Response Yellow","2025-10-11T20:20:00.000",47.677593,-122.330574,"POINT (-122.330574 47.677593)","F250141260"
"922","607 Nw 84th St","Aid Response","2025-10-11T20:18:00.000",47.689833,-122.363403,"POINT (-122.363403 47.689833)","F250141258"
"923","10000 Holman Rd Nw","Aid Response","2025-10-11T20:17:00.000",47.701727,-122.362067,"POINT (-122.362067 47.701727)","F250141259"
"924","2810 S Mcclellan St","Auto Fire Alarm","2025-10-11T20:17:00.000",47.578347,-122.296085,"POINT (-122.296085 47.578347)","F250141257"
"925","N 105th St / Aurora Ave N","Medic Response- 6 per Rule","2025-10-11T20:13:00.000",47.705051,-122.344694,"POINT (-122.344694 47.705051)","F250141252"
"926","9425 27th Ave Sw","Aid Response","2025-10-11T20:00:00.000",47.518735,-122.367272,"POINT (-122.367272 47.518735)","F250141249"
"927","7734 20th Ave Sw","Aid Response Yellow","2025-10-11T19:58:00.000",47.533381,-122.359214,"POINT (-122.359214 47.533381)","F250141247"
"928","2021 1st Ave","Aid Response","2025-10-11T19:54:00.000",47.611225,-122.342877,"POINT (-122.342877 47.611225)","F250141245"
"929","28th Ave Ne / Ne 125th St","Aid Response","2025-10-11T19:53:00.000",47.719292,-122.297803,"POINT (-122.297803 47.719292)","F250141244"
"930","Stone Ave N / N 94th St","Medic Response","2025-10-11T19:49:00.000",47.697073,-122.341903,"POINT (-122.341903 47.697073)","F250141242"
"931","6900 37th Ave S","Medic Response","2025-10-11T19:47:00.000",47.540654,-122.286239,"POINT (-122.286239 47.540654)","F250141241"
"932","1735 Dexter Ave N","Rescue Elevator","2025-10-11T19:42:00.000",47.634319,-122.342285,"POINT (-122.342285 47.634319)","F250141238"
"933","9720 Roosevelt Way Ne","Low Acuity Response","2025-10-11T19:38:00.000",47.699647,-122.317641,"POINT (-122.317641 47.699647)","F250141237"
"934","308 14th Ave E","Aid Response Yellow","2025-10-11T19:37:00.000",47.62118,-122.314685,"POINT (-122.314685 47.62118)","F250141236"
"935","5th Ave S / S Jackson St","Aid Response","2025-10-11T19:29:00.000",47.599195,-122.327667,"POINT (-122.327667 47.599195)","F250141233"
"936","200 CLAY ST","Aid Response","2025-10-11T19:21:00.000",47.617019,-122.350691,"POINT (-122.350691 47.617019)","F250141230"
"937","Queen Anne Ave N / Nickerson St","Medic Response","2025-10-11T19:20:00.000",47.649774,-122.357678,"POINT (-122.357678 47.649774)","F250141229"
"938","615 S Holgate St","Illegal Burn","2025-10-11T19:19:00.000",47.586169,-122.325786,"POINT (-122.325786 47.586169)","F250141228"
"939","4400 Stone Way N","Aid Response","2025-10-11T19:15:00.000",47.65996,-122.342217,"POINT (-122.342217 47.65996)","F250141223"
"940","7101 Martin Luther King Jr Way S","4RED - 2 + 1 + 1","2025-10-11T19:14:00.000",47.538884,-122.282179,"POINT (-122.282179 47.538884)","F250141222"
"941","2700 Rainier Ave S","Rubbish Fire","2025-10-11T19:08:00.000",47.579214,-122.29881,"POINT (-122.29881 47.579214)","F250141220"
"942","811 Maynard Ave S","Aid Response","2025-10-11T19:00:00.000",47.595741,-122.325068,"POINT (-122.325068 47.595741)","F250141219"
"943","2821 S Walden St","Medic Response- 7 per Rule","2025-10-11T18:54:00.000",47.572163,-122.296173,"POINT (-122.296173 47.572163)","F250141217"
"944","3253 23rd Ave W","Aid Response","2025-10-11T18:47:00.000",47.648937,-122.385972,"POINT (-122.385972 47.648937)","F250141216"
"945","4826 18th Ave Sw","Aid Response","2025-10-11T18:46:00.000",47.557453,-122.357037,"POINT (-122.357037 47.557453)","F250141215"
"946","800 Occidental Ave S","EVENT - Special Event","2025-10-11T18:41:00.000",47.595692,-122.333273,"POINT (-122.333273 47.595692)","F250141214"
"947","9240 2nd Ave Sw","Aid Response","2025-10-11T18:34:00.000",47.520451,-122.336003,"POINT (-122.336003 47.520451)","F250141212"
"948","7801 44th Ave Sw","Aid Response","2025-10-11T18:18:00.000",47.532926,-122.388777,"POINT (-122.388777 47.532926)","F250141210"
"949","3642 33rd Ave S","MVI - Motor Vehicle Incident","2025-10-11T18:08:00.000",47.571233,-122.291003,"POINT (-122.291003 47.571233)","F250141206"
"950","2100 Alaskan Way","Rescue Elevator","2025-10-11T18:07:00.000",47.609994,-122.346301,"POINT (-122.346301 47.609994)","F250141205"
"951","19th Ave Nw / Nw 85th St","Aid Response","2025-10-11T18:00:00.000",47.690596,-122.381097,"POINT (-122.381097 47.690596)","F250141203"
"952","307 N 74th St","Aid Response","2025-10-11T17:57:00.000",47.682554,-122.355204,"POINT (-122.355204 47.682554)","F250141201"
"953","5228 15th Ave Ne","Auto Fire Alarm","2025-10-11T17:52:00.000",47.666621,-122.311913,"POINT (-122.311913 47.666621)","F250141199"
"954","7016 Dibble Ave Nw","Automatic Fire Alarm Resd","2025-10-11T17:50:00.000",47.679645,-122.367271,"POINT (-122.367271 47.679645)","F250141198"
"955","7101 62nd Ave Ne","Medic Response","2025-10-11T17:47:00.000",47.67997,-122.262231,"POINT (-122.262231 47.67997)","F250141197"
"956","2825 30th Ave S","Bark Fire","2025-10-11T17:41:00.000",47.57785,-122.294163,"POINT (-122.294163 47.57785)","F250141195"
"957","1304 W Newton St","Investigate Out Of Service","2025-10-11T17:38:00.000",47.636723,-122.373908,"POINT (-122.373908 47.636723)","F250141194"
"958","6311 High Point Dr Sw","Alarm Bell","2025-10-11T17:37:00.000",47.547282,-122.369052,"POINT (-122.369052 47.547282)","F250141193"
"959","11th Ave / E Pine St","Aid Response","2025-10-11T17:36:00.000",47.615254,-122.318159,"POINT (-122.318159 47.615254)","F250141192"
"960","2824 Rainier Ave S","Aid Response","2025-10-11T17:32:00.000",47.578148,-122.297997,"POINT (-122.297997 47.578148)","F250141190"
"961","110 10th Ave S","Medic Response","2025-10-11T17:31:00.000",47.601612,-122.319581,"POINT (-122.319581 47.601612)","F250141189"
"962","1233 S Jackson St","Aid Response","2025-10-11T17:30:00.000",47.599191,-122.316715,"POINT (-122.316715 47.599191)","F250141188"
"963","9434 22nd Ave Sw","Aid Response","2025-10-11T17:28:00.000",47.51888,-122.36181,"POINT (-122.36181 47.51888)","F250141187"
"964","4248 Chilberg Ave Sw","Aid Response","2025-10-11T17:26:00.000",47.566052,-122.407284,"POINT (-122.407284 47.566052)","F250141186"
"965","501 Rainier Ave S","Aid Response","2025-10-11T17:20:00.000",47.598322,-122.3134,"POINT (-122.3134 47.598322)","F250141183"
"966","527 Summit Ave E","Engine Code Red","2025-10-11T17:17:00.000",47.623443,-122.325314,"POINT (-122.325314 47.623443)","F250141182"
"967","8th Ave S / S Lane St","Aid Response","2025-10-11T17:05:00.000",47.59667,-122.322455,"POINT (-122.322455 47.59667)","F250141180"
"968","48TH AVE SW / SW DAKOTA ST","Aid Response Yellow","2025-10-11T17:00:00.000",47.566643,-122.393471,"POINT (-122.393471 47.566643)","F250141178"
"969","5357 S Creston St","Fire in Building","2025-10-11T16:55:00.000",47.50702,-122.266654,"POINT (-122.266654 47.50702)","F250141173"
"970","6509 21st Ave Nw","Aid Response","2025-10-11T16:55:00.000",47.676048,-122.383211,"POINT (-122.383211 47.676048)","F250141172"
"971","4309 Ne 75th St","Medic Response- 7 per Rule","2025-10-11T16:48:00.000",47.683041,-122.28259,"POINT (-122.28259 47.683041)","F250141171"
"972","450 Ne 100th St","Aid Response","2025-10-11T16:39:00.000",47.701329,-122.323684,"POINT (-122.323684 47.701329)","F250141170"
"973","9805 35th Ave Sw","Aid Response","2025-10-11T16:22:00.000",47.515558,-122.376622,"POINT (-122.376622 47.515558)","F250141167"
"974","1634 19th Ave","Car Fire","2025-10-11T16:20:00.000",47.615761,-122.307433,"POINT (-122.307433 47.615761)","F250141166"
"975","5th Ave / Wall St","MVI - Motor Vehicle Incident","2025-10-11T16:17:00.000",47.617356,-122.345312,"POINT (-122.345312 47.617356)","F250141165"
"976","715 8th Ave","Aid Response","2025-10-11T16:16:00.000",47.605907,-122.326606,"POINT (-122.326606 47.605907)","F250141164"
"977","Alaskan Way / Broad St","Aid Response","2025-10-11T16:12:00.000",47.615034,-122.354876,"POINT (-122.354876 47.615034)","F250141163"
